2008-01-01,926.36,942.18,924.43,941.12,0
2008-01-02,941.12,942.44,934.95,937.12,0
2008-01-03,937.09,938.17,934.01,935.15,0
2008-01-04,935.15,940.71,934.5,939.53,0
2008-01-07,939.76,942.7,938.09,939.27,0
2008-01-08,939.33,939.46,937.2,938.89,0
2008-01-09,938.98,938.98,935.65,936.71,0
2008-01-10,936.64,937.26,932.14,932.77,0
2008-01-11,932.68,937.75,931.83,936.83,0
2008-01-14,935.63,937.1,934.9,936.84,0
2008-01-15,936.78,938.43,933.5,937.01,0
2008-01-16,936.88,939.86,933.44,937.83,0
2008-01-17,938.15,948.29,929.35,947.44,0
2008-01-18,947.31,949.19,939.1,941.76,0
2008-01-21,929.04,949.25,929.04,949.02,0
2008-01-22,948.89,953.4,946.76,950.29,0
2008-01-23,950.62,952.93,947.33,947.98,0
2008-01-24,948.04,949.54,945.34,946.02,0
2008-01-25,946.21,948.3,944.34,945.5,0
2008-01-28,944.25,950.01,943.93,949.17,0
2008-01-29,949.11,950.94,940.7,942.93,0
2008-01-30,943.0,944.4,937.73,940.64,0
2008-01-31,940.64,943.54,936.03,941.22,0
2008-02-01,941.22,946.62,940.53,946.46,0
2008-02-04,946.36,946.72,940.55,942.17,0
2008-02-05,942.04,943.22,939.75,943.06,0
2008-02-06,943.03,943.7,939.75,942.32,0
2008-02-07,942.51,943.53,939.75,941.84,0
2008-02-08,941.9,942.26,934.69,940.57,0
2008-02-11,938.92,945.53,937.05,944.48,0
2008-02-12,944.54,945.68,942.33,945.29,0
2008-02-13,945.49,946.36,943.38,945.52,0
2008-02-14,945.52,945.65,942.65,943.82,0
2008-02-15,943.95,944.67,942.55,943.77,0
2008-02-18,943.8,944.85,942.68,944.36,0
2008-02-19,944.59,944.72,922.96,943.61,0
2008-02-20,943.55,945.69,941.62,941.68,0
2008-02-21,941.65,947.91,941.07,947.31,0
2008-02-22,947.34,948.81,946.3,947.35,0
2008-02-25,946.8,948.27,945.15,945.45,0
2008-02-26,945.42,946.85,936.66,939.41,0
2008-02-27,939.16,942.1,938.19,941.08,0
2008-02-28,941.17,942.35,932.29,934.04,0
2008-02-29,934.53,939.38,934.1,937.84,0
2008-03-03,922.65,947.1,920.74,945.48,0
2008-03-04,945.63,946.99,945.0,946.24,0
2008-03-05,946.27,948.79,945.0,947.55,0
2008-03-06,947.55,949.17,945.55,947.07,0
2008-03-07,947.07,957.23,946.36,955.47,0
2008-03-10,952.77,966.09,952.77,964.74,0
2008-03-11,964.56,971.06,962.8,969.04,0
2008-03-12,969.16,971.01,960.4,967.05,0
2008-03-13,967.15,982.96,964.29,979.5,0
2008-03-14,979.44,997.05,978.16,996.22,0
2008-03-17,987.77,21353.0,978.73,987.99,0
2008-03-18,987.77,1025.1,987.05,1017.4,0
2008-03-19,1017.2,1018.4,1005.5,1010.3,0
2008-03-20,1009.9,1021.2,1006.2,1008.1,0
2008-03-21,1008.3,1010.2,978.14,978.14,0
2008-03-24,1010.3,1014.3,993.88,1008.4,0
2008-03-25,1008.4,1009.5,972.34,974.92,0
2008-03-26,975.08,992.37,972.34,982.31,0
2008-03-27,982.62,989.24,974.17,985.64,0
2008-03-28,985.67,992.32,959.51,991.89,0
2008-03-31,989.75,992.75,976.68,992.28,0
2008-04-02,982.71,984.72,968.61,970.1,0
2008-04-03,969.97,977.81,969.66,974.53,0
2008-04-04,974.59,975.9,970.35,972.87,0
2008-04-07,973.27,977.62,972.84,974.55,0
2008-04-08,974.58,977.63,968.72,975.75,0
2008-04-09,975.81,977.27,971.75,974.21,0
2008-04-10,974.21,976.78,972.15,975.75,0
2008-04-11,975.97,976.31,966.65,973.29,0
2008-04-14,966.5,980.56,965.89,979.01,0
2008-04-15,978.89,990.93,978.09,986.73,0
2008-04-16,986.79,990.72,984.95,989.6,0
2008-04-17,989.85,996.87,989.03,992.3,0
2008-04-18,992.08,1000.6,982.03,1000.2,0
2008-04-21,986.83,997.48,984.1,995.16,0
2008-04-22,995.24,999.1,992.3,997.47,0
2008-04-23,997.83,998.46,979.4,991.32,0
2008-04-24,991.12,997.03,990.65,994.52,0
2008-04-25,994.6,997.78,992.72,995.0,0
2008-04-28,995.97,996.35,992.04,994.99,0
2008-04-29,995.05,1004.3,994.48,1004.0,0
2008-04-30,1003.9,1005.6,1000.25,1002.4,0
2008-05-02,1011.9,1013.8,1007.25,1008.4,0
2008-05-05,1008.2,1008.5,1004.0,1006.5,0
2008-05-06,1006.6,1016.8,1004.1,1015.4,0
2008-05-07,1015.4,1030.3,1015.4,1028.5,0
2008-05-08,1028.7,1048.9,1028.5,1040.4,0
2008-05-09,1040.4,1045.6,1038.1,1041.1,0
2008-05-12,1028.6,1037.8,1021.2,1037.8,0
2008-05-13,1038.3,1050.0,1037.2,1048.7,0
2008-05-14,1049.0,1051.2,1042.9,1046.8,0
2008-05-15,1046.8,1047.7,1042.25,1046.0,0
2008-05-16,1046.0,1046.7,1035.6,1036.1,0
2008-05-19,1036.9,1045.1,1036.3,1039.8,0
2008-05-20,1039.7,1048.0,1038.8,1047.6,0
2008-05-21,1047.9,1048.1,1036.5,1039.0,0
2008-05-22,1039.0,1044.6,1038.0,1041.6,0
2008-05-23,1041.5,1047.1,1041.3,1045.0,0
2008-05-26,1046.1,1048.6,1044.5,1047.5,0
2008-05-27,1047.6,1047.9,1034.85,1044.2,0
2008-05-28,1044.0,1045.6,1030.0,1031.2,0
2008-05-29,1031.3,1033.1,1027.0,1031.1,0
2008-05-30,1031.3,1033.2,1025.75,1029.1,0
2008-06-02,1027.6,1029.6,1019.8,1021.7,0
2008-06-03,1021.7,1022.3,1007.2,1016.4,0
2008-06-04,1016.4,1020.3,1008.5,1019.6,0
2008-06-05,1019.6,1025.7,1018.9,1020.6,0
2008-06-06,1020.8,1030.6,995.86,1026.3,0
2008-06-09,1025.9,1037.8,1025.55,1036.5,0
2008-06-10,1036.2,1041.4,1021.4,1027.3,0
2008-06-11,1027.3,1031.0,1024.35,1030.1,0
2008-06-12,1030.3,1037.7,1028.2,1029.4,0
2008-06-13,1030.0,1047.3,1029.4,1043.2,0
2008-06-16,1027.4,1040.5,1025.9,1037.8,0
2008-06-17,1037.7,1038.4,1018.5,1020.7,0
2008-06-18,1021.0,1030.0,1020.6,1026.0,0
2008-06-19,1026.0,1028.7,1022.9,1027.0,0
