2008-12-01,13775.28,14253.66,13659.44,14108.84,2041643600
2008-12-02,13373.02,13513.5,13344.6,13405.85,1961207600
2008-12-03,13598.6,13778.05,13573.43,13588.66,1811385200
2008-12-04,13857.29,13883.87,13459.61,13509.78,1862633600
2008-12-05,13718.92,13875.14,13656.92,13846.09,1750566000
2008-12-08,14303.25,15044.87,14303.25,15044.87,3219421000
2008-12-09,15032.33,15205.32,14717.47,14753.22,2440344400
2008-12-10,14946.0,15578.96,14946.0,15577.74,2684204000
2008-12-11,15533.62,15781.05,15337.73,15613.9,2477378600
2008-12-12,15287.7,15393.09,14479.23,14758.39,2916320800
2008-12-15,15363.49,15386.9,15007.42,15046.95,2021422000
2008-12-16,15018.46,15217.25,14819.73,15130.21,1661605200
2008-12-17,15544.97,15557.45,15179.38,15460.52,2180481600
2008-12-18,15335.3,15548.26,15301.16,15497.81,1883006200
2008-12-19,15235.22,15444.28,15014.98,15127.51,2420226800
2008-12-22,15177.12,15227.43,14622.39,14622.39,1413014300
2008-12-23,14472.03,14491.75,14084.86,14220.79,1494154600
2008-12-24,13855.89,14300.7,13855.89,14184.14,865498700
2008-12-29,14080.86,14332.02,13924.32,14328.48,1046621500
2008-12-30,14476.74,14513.48,14189.08,14235.5,1441715600
2008-12-31,14377.51,14527.1,14302.15,14387.48,1612195500
2009-01-02,14448.22,15042.81,14412.12,15042.81,1752401800
2009-01-05,15349.33,15563.31,15128.32,15563.31,2172620600
2009-01-06,15612.47,15651.61,15367.93,15509.51,2484472200
2009-01-07,15759.53,15763.55,14976.74,14987.46,9799120000
2009-01-08,14755.81,14755.81,14334.15,14415.91,4374435600
2009-01-09,14530.83,14673.6,14297.41,14377.44,3332496400
2009-01-12,14312.26,14312.26,13895.04,13971.0,4111599600
2009-01-13,13930.27,14118.93,13644.54,13668.05,3480885600
2009-01-14,13807.03,14019.03,13674.96,13704.61,1537668800
2009-01-15,13136.23,13300.75,12904.05,13242.96,4146204000
2009-01-16,13278.97,13423.24,13113.45,13255.51,3467109600
2009-01-19,13414.09,13519.18,13097.5,13339.99,2194428800
2009-01-20,12854.4,13160.87,12816.25,12959.77,2521573600
2009-01-21,12534.6,12762.54,12439.13,12583.63,3303948000
2009-01-22,12844.37,12895.25,12657.1,12657.99,1878278600
2009-01-23,12542.01,12734.8,12469.84,12578.6,2198158200
2009-01-29,13560.07,13560.07,13109.27,13154.43,2662270000
2009-01-30,12958.08,13390.12,12899.57,13278.21,3689336800
2009-02-02,13194.0,13239.5,12733.35,12861.49,2005490000
2009-02-03,12991.49,13065.97,12729.04,12776.89,1562248800
2009-02-04,13029.42,13108.74,12975.3,13063.89,2070871000
2009-02-05,13084.79,13492.53,13018.64,13178.9,3384982400
2009-02-06,13535.76,13660.24,13322.62,13655.04,2428156800
2009-02-09,13865.59,13865.59,13561.54,13769.06,2692955600
2009-02-10,13787.12,13976.31,13663.41,13880.64,1957900400
2009-02-11,13546.14,13600.02,13363.06,13539.21,1808347200
2009-02-12,13439.58,13478.66,13174.01,13228.3,1755975400
2009-02-13,13314.81,13576.32,13314.02,13554.67,1546686800
2009-02-16,13559.82,13559.82,13257.35,13455.88,1357585700
2009-02-17,13195.51,13195.51,12933.91,12945.4,2353246400
2009-02-18,12783.79,13031.28,12712.33,13016.0,2274484400
2009-02-19,12873.1,13055.72,12788.08,13023.36,1587147000
2009-02-20,12719.14,12816.79,12669.57,12699.17,2053331600
2009-02-23,12777.96,13207.98,12777.96,13175.1,1931112200
2009-02-24,12789.29,12814.37,12634.84,12798.52,2134846600
2009-02-25,12979.86,13148.31,12858.28,13005.08,1779065400
2009-02-26,13070.41,13071.58,12691.96,12894.94,1974608400
2009-02-27,12929.99,13032.3,12799.81,12811.57,2698380800
2009-03-02,12522.61,12576.45,12296.86,12317.46,2194792800
2009-03-03,11967.07,12192.35,11849.17,12033.88,2342796800
