0,2008-12-01,6077.78,6149.92,5915.47,5978.59,489830,,,,,,,,,,,0.0,0.02865725865128733,-0.010557673297550073,0.0,0.0,,,,,,,,,,
1,2008-12-02,5744.13,5933.5,5653.95,5879.39,534246,,,,,,,,,,,-0.039216604584024,0.00920333572020221,-0.03834411393018672,-0.016592541050649036,0.09067635710348489,,,,,,,,,,
2,2008-12-03,5969.57,6321.25,5960.55,6140.9,1543430,,,,,,,,,,,0.015338325914763161,0.02936865931703828,-0.029368659317038134,0.044479104124747516,1.8889874701916345,,,,,,,,,,
3,2008-12-04,6222.05,6312.23,5870.38,5924.48,672682,,,,,,,,,,,0.013214675373316704,0.0654487820028087,-0.009131603111159032,-0.03524239118044588,-0.5641642316140025,,,,,,,,,,
4,2008-12-05,5924.48,6095.82,5798.24,5987.6,538971,5982.192,755831.8,,,,,,,,,0.0,0.018074019640590442,-0.03162535907542263,0.01065409960030261,-0.19877297147835085,0.0009040164541693675,-0.2869167452335295,,,,,,,,
5,2008-12-08,6204.03,6754.09,6131.88,6582.75,3736117,6103.023999999999,1405089.2,,,,,,,,,0.03614636916293663,0.026028635448710667,-0.06849265124757889,0.09939708731378175,5.931944390328979,0.0786046392739076,1.6589891944226742,,,,,,,,
6,2008-12-09,6772.13,7123.8,6654.89,6853.28,3057211,6297.802000000001,1909682.2,,,,,,,,,0.028769131442026526,0.03947306982933726,-0.028948182476128136,0.041096806046105314,-0.1817143306807576,0.0882018837683368,0.6009004011243337,,,,,,,,
7,2008-12-10,6952.48,7168.89,6781.14,7123.8,1635082,6494.3820000000005,1928012.6,,,,,,,,,0.014474820815726167,0.0063294870715068004,-0.04810073275499029,0.03947306982933726,-0.4651720146237862,0.09691730483362383,-0.15193396557678102,,,,,,,,
8,2008-12-11,7195.94,7195.94,6979.53,6979.53,841497,6705.392000000002,1961775.6,,,,,,,,,0.010126617816333897,0.031006385816809996,0.0,-0.020251831887475848,-0.4853487470353169,0.040883217565803466,-0.5710533865341174,,,,,,,,
9,2008-12-12,6880.33,7556.64,6835.24,7213.98,2953664,6950.668000000001,2444714.2,6466.43,1600273.0,,,,,,,-0.014212991419192958,0.04749943859007105,-0.05250083864940017,0.03359108707892936,2.510011325055229,0.03788297757855777,0.20818376233917232,0.11560474635927386,0.8457250731593922,,,,,,
10,2008-12-15,7574.68,7863.24,7529.59,7755.03,1634298,7185.124000000001,2024350.4,6644.0740000000005,1714719.8,,,,,,,0.05000013861973567,0.013953524357739434,-0.029070164783372807,0.07500020792960338,-0.44668791033780414,0.07931748985821246,-0.1926802790663118,0.16721005816611903,-0.04690084059214809,,,,,,
11,2008-12-16,7709.94,8088.68,7502.54,7800.11,1115400,7374.490000000001,1635988.2,6836.146000000001,1772835.2,,,,,,,-0.005814290853807161,0.03699563211288054,-0.0381494619947667,0.005813001368144279,-0.31750513064324865,0.05771517759194181,-0.31821024136971154,0.14100986140436422,-0.3708383046546007,,,,,,
12,2008-12-17,7899.31,7935.38,7493.53,7619.76,1585273,7473.682000000001,1626026.4,6984.032000000001,1777019.5,,,,,,,0.012717769364791104,0.04142125211292742,-0.016566138566044136,-0.023121468799798907,0.42125963779809933,0.019545653668432708,-0.025063184705980117,0.0910259288617233,-0.10790343043506276,,,,,,
13,2008-12-18,7691.9,7800.11,7168.89,7700.93,1367066,7617.962000000001,1731140.2,7161.677000000001,1846457.9,,,,,,,0.009467489789704586,0.012878963969286745,-0.06908775953034244,0.010652566485033658,-0.13764632337774,0.010891101845874123,-0.21030890507886071,0.07529702889421007,-0.25962785287441426,,,,,,
14,2008-12-19,7601.73,7872.25,7529.59,7755.03,1012355,7726.1720000000005,1342878.4,7338.42,1893796.3,,,,,,,-0.012881561058209947,0.015115350939970608,-0.029070164783372807,0.007025125536785745,-0.2594688186232413,0.00373509675943006,-0.24613055061426256,0.05677107606269465,-0.46543617177834806,,,,,,
15,2008-12-22,7881.27,8918.29,7791.1,8918.29,5259539,7958.8240000000005,2067926.6,7571.973999999999,2046138.5,,,,,,,0.01627846700786466,0.0,-0.1263908215588415,0.15000070921711472,4.195350445248949,0.12055374010029626,1.5433876618251343,0.1778025122643054,1.5704706695074648,,,,,,
16,2008-12-23,9197.82,9919.22,8999.44,9288.0,6596286,8256.402,3164103.8,7815.445999999999,2400046.0,,,,,,,0.031343452612552274,0.0679608096468561,-0.031068044788974968,0.04145525655703045,0.2541566855954486,0.1249452243241063,1.0847249069388938,0.18841586263918927,1.7483998223367385,,,,,,
17,2008-12-24,9242.91,9513.44,8710.88,9107.65,4422048,8553.98,3731458.8,8013.830999999998,2678742.6,,,,,,,-0.004854651162790713,0.04455485223960087,-0.043564476017413985,-0.01941752799310943,-0.3296154836221474,0.06472659510543631,0.18507217606154466,0.13649139843353342,0.6507924277606963,,,,,,
18,2008-12-26,9468.35,9648.7,8954.35,8999.44,2616883,8813.682,3981422.2,8215.821999999998,2856281.2,,,,,,,0.03960406910674002,0.0721444889904261,-0.005010311752731297,-0.011881220732021885,-0.4082192233101043,0.02107609509850705,-0.3427265764479839,0.09537913552654895,-0.08381464682118839,,,,,,
19,2008-12-29,9107.65,9333.09,8620.7,9152.74,1957457,9093.224,4170442.6,8409.698,2756660.5,7438.064,2178466.75,,,,,0.012024081498404247,0.019704481936556745,-0.058129041139593066,0.017034393251135545,-0.2519891030665108,0.006545093357427423,-0.5306356692212956,0.08835537257104827,-0.2899172749056331,0.23052719094646126,-0.10145197304480319,,,,
20,2008-12-30,9062.56,9152.74,8801.05,8927.3,1567832,9095.026,3432101.2,8526.925,2750013.9,7585.4995,2232366.85,,,,,-0.009852787252778982,0.025252876009543818,-0.014142013822768364,-0.024630875562946235,-0.19904651800780299,-0.018441508578425237,-0.5431859643299563,0.046954206821333604,-0.42988215441383765,0.1768901968815632,-0.2976817407945294,,,,
21,2009-01-02,8927.3,9242.91,8674.81,9107.65,1551873,9058.956,2423218.6,8657.679,2793661.2,7746.9124999999985,2283248.2,,,,,0.0,0.014851251420509156,-0.047524882928087944,0.020202076775732908,-0.010179024283214018,0.0053752330842538045,-0.35958192133388217,0.051973629421927,-0.44450207491158916,0.17564900855663484,-0.3203222496792071,,,,
22,2009-01-05,9378.17,9648.7,9017.47,9242.91,3119329,9086.008,2162674.8,8819.994,2947066.8,7902.012999999999,2362043.15,,,,,0.029702502841018313,0.04390284012286184,-0.024390586947184437,0.014851251420509156,1.010041414471416,0.01726852980979106,0.442347689074659,0.04794969248278391,0.05845208530733005,0.16969055859563897,0.320606272582277,,,,
23,2009-01-06,9333.09,9829.05,9242.91,9783.96,3276530,9242.912,2294604.2,9028.297,3138013.2,8094.986999999998,2492235.55,,,,,0.009756667543014082,0.0046085634037751734,-0.05529969460218555,0.058536759527031995,0.05039577421939141,0.058536530478706154,0.4279281803807383,0.08369939535662137,0.04414156065372823,0.208644312832127,0.31469515391512665,,,,
24,2009-01-07,9964.35,11136.6,9693.79,10370.11,5081757,9486.386,2919464.2,9289.805,3544953.4,8314.1125,2719374.85,,,,,0.018437319858217047,0.07391339146836434,-0.06521820887145842,0.059909280086999694,0.5509569575129787,0.09315707794306495,0.7406471365533441,0.11628930854845718,0.433518702953895,0.24729007455696583,0.868722511719927,,,,
