20130425,57400,57400,53200,53500,484661
20130426,53800,56100,53600,55500,318336
20130429,55500,56300,54400,54500,262293
20130430,54500,54700,51000,51200,733811
20130502,51600,52200,50000,50900,259811
20130503,51300,51600,48700,49850,541688
20130506,49900,55000,48350,51800,1424780
20130507,52500,52700,50700,50700,468806
20130508,51300,53900,51000,53900,690024
20130509,54400,54500,52500,53000,327260
20130510,53000,53400,51600,52000,237614
20130513,52300,52800,50600,50800,235873
20130514,50900,52400,49700,50400,292419
20130515,50500,51300,50400,50900,144562
20130516,51300,51500,50300,50800,209405
20130520,51200,53900,51100,53900,534679
20130521,54500,55200,53500,54300,527193
20130522,54500,54600,53300,53500,279714
20130523,53800,54900,50500,51000,563637
20130524,51000,52400,50300,51700,363304
20130527,51500,52000,50700,50900,205249
20130528,50800,52700,50700,51500,333802
20130529,51600,51900,50200,50200,357269
20130530,50200,50600,48750,48750,377852
20130531,49100,49600,46300,46700,524173
20130603,46500,47700,44250,44550,461028
20130604,44550,45450,43300,44650,484392
20130605,44750,45750,43650,43650,248525
20130607,43600,43800,40200,41050,496726
20130610,41050,42500,41050,41200,258894
20130611,41300,41850,40150,40450,265397
20130612,40400,41750,40300,40800,257305
20130613,40600,41850,37850,38450,612728
20130614,39050,39450,37300,37300,301272
20130617,36800,38300,36100,37400,340476
20130618,37700,38600,36250,38600,335099
20130619,37050,37700,35250,35550,646092
20130620,34200,36150,33650,35900,431034
20130621,35000,35800,34400,35400,246312
20130624,35400,36350,33200,33200,229316
20130625,32950,33750,31100,31500,410769
20130626,32000,34800,31500,34300,482017
20130627,34150,35300,33250,33400,579043
20130628,33550,34100,33150,33350,280740
20130701,33850,35600,33700,34800,450034
20130702,35200,35700,34400,35100,260229
20130703,34950,35500,33150,33350,318632
20130704,33450,34450,32800,33950,209864
20130705,34450,34450,32800,33000,174770
20130708,33000,33750,32450,32450,147039
20130709,32750,32950,31100,31700,273331
20130710,32250,32300,31100,31100,168513
20130711,31300,33300,31300,32850,313269
20130712,32900,33350,32400,32600,174295
20130715,32600,33350,32000,32950,146065
20130716,33450,34950,33200,34550,352051
20130717,34800,35450,34100,34450,355976
20130718,34900,35150,34200,34450,156293
20130719,34750,35100,33400,33450,254017
20130722,33450,33600,32250,32350,244150
20130723,32400,33100,32400,32600,161875
20130724,32800,34100,32450,34100,221529
20130725,34000,34450,33450,33600,207099
20130726,33850,34300,33600,34050,149690
20130729,34450,37050,34350,36200,916739
20130730,35900,36150,35050,35750,353042
20130731,35750,36800,34350,35350,894048
20130801,36000,36850,35150,35600,378531
20130802,35650,36500,35150,36500,348117
20130805,36400,37200,36100,37000,336142
20130806,37000,37000,35700,35700,279570
20130807,35550,36050,34700,34850,238526
20130808,35100,35600,34700,35050,148181
20130809,34900,36200,34900,35800,170505
20130812,36200,36250,35000,35050,157603
20130813,34900,35050,32800,33250,466399
20130814,33250,33700,32750,32850,224891
20130816,32000,32650,32000,32100,185305
20130819,32450,33200,32300,32500,210393
20130820,32150,32850,31300,31350,189198
20130821,31700,31950,30150,30400,266277
20130822,29950,30300,28200,28200,344297
20130823,27900,28850,27750,28300,275763
20130826,28500,29300,28500,29100,189047
20130827,29150,29200,27350,27350,353555
20130828,26700,26750,25800,26350,476347
20130829,26800,27200,26450,26550,217070
20130830,26600,27400,26400,26750,254578
20130902,26800,27550,26600,27250,190801
20130903,27600,28500,27250,27550,363921
20130904,27650,28400,27350,27800,285501
20130905,28100,28600,27900,28000,189882
20130906,28250,28250,26600,26700,222594
20130909,26500,27000,25950,26250,205655
20130910,26400,26600,25950,26250,161535
20130911,26550,27350,26500,27200,279380
20130912,27500,29300,27100,28500,618405
20130913,28800,29700,28800,29000,499284
20130916,29200,29200,28050,28500,228586
20130917,28400,28600,27700,28150,252416
20130923,28150,29200,28150,28850,203921
20130924,28450,29200,28450,28500,124604
20130925,28500,28850,27750,27750,128938
20130926,27550,29100,27300,29050,244577
20130927,29350,31700,28950,30400,775880
20130930,30700,30700,29350,29350,258874
20131001,29100,30150,28550,29350,272338
20131002,29500,30250,29400,29400,208758
20131004,29050,29300,28500,28800,150991
20131007,31400,31400,27050,27150,1364397
20131008,26700,27900,26300,26650,655658
20131010,26700,27000,24800,25000,661550
20131011,25350,25450,23150,23500,1086479
20131014,23050,23450,22700,22700,631203
20131015,22750,23300,22500,23000,451391
20131016,23100,23300,21450,21950,627198
20131017,21850,22050,21000,21100,492672
20131018,21250,22850,21250,22750,616578
20131021,22750,23350,22500,22750,347438
20131022,22900,23350,22350,23300,281346
20131023,23250,23350,22450,22450,217024
20131024,22450,23200,22050,23150,192535
20131025,23450,23650,22950,22950,292600
20131028,23150,23300,22750,22800,123156
20131029,22950,23000,22200,22300,181408
20131030,22450,22900,22300,22550,127714
20131031,22350,22750,22300,22500,130964
20131101,22600,22900,22300,22600,129524
20131104,22700,22800,22250,22250,128338
20131105,22100,22200,21200,21350,190876
20131106,21150,21600,20150,20300,262181
20131107,20400,20600,19250,19250,297963
20131108,19000,20250,19000,19400,349249
20131111,19550,19750,18150,18500,261960
20131112,18350,19350,18350,18800,186435
20131113,18850,21000,18850,20150,818650
20131114,19500,19850,18600,19100,462508
20131115,19200,19550,18650,18750,192161
20131118,18750,19600,18550,19550,260600
20131119,19400,19650,18750,18850,217672
20131120,19000,20450,18350,19750,439904
20131121,19650,19900,18950,19100,185948
20131122,19400,20600,19400,20200,509400
20131125,20400,22700,20300,22300,917801
20131126,22650,23800,22100,22750,1069921
20131127,23000,23650,22700,23200,384156
20131128,23700,24300,23250,23800,521928
20131129,23850,24300,23350,23900,258647
20131202,23550,23800,22800,22850,269791
20131203,22850,24150,22850,23250,375376
20131204,23150,23450,22250,22500,250195
20131205,22300,22700,21250,21550,440352
20131206,21450,22150,21350,21850,244287
20131209,22450,22650,21650,21650,194341
20131210,21600,22350,20850,22350,223931
20131211,22600,23850,22550,22700,505523
20131212,22300,23500,22300,23500,279457
20131213,23750,24400,23500,24100,425034
20131216,24450,24650,23450,23450,237852
20131217,23700,23900,22550,22600,293520
20131218,22600,24400,22550,24400,302306
20131219,24650,25000,23900,24200,372311
20131220,24300,25000,24050,24750,313224
20131223,25250,26150,25100,25550,539992
20131224,25800,25950,25250,25400,228815
20131226,25350,25550,24350,24400,270901
20131227,24550,25650,24500,25350,274830
20131230,25650,26050,25200,25200,218603
20140102,25600,25700,24350,24350,240820
20140103,24450,24750,23850,24750,198397
20140106,24750,24900,24150,24250,179509
20140107,24150,24500,23850,24250,147618
20140108,24450,25150,22850,22950,517843
20140109,23050,23550,22850,23400,197644
20140110,23500,23550,22700,22950,221317
20140113,23000,23600,22750,23300,179860
20140114,23100,24100,23000,23750,256173
20140115,24150,25250,23900,25200,436673
20140116,25050,25450,24700,25250,199376
20140117,25350,25700,24500,24600,248823
20140120,24600,24750,23750,23900,169948
20140121,24000,24400,23750,23850,144997
20140122,24000,24800,24000,24500,272152
20140123,24600,24750,23850,24000,197185
20140124,24250,24350,23200,23650,211923
20140127,23000,23050,22150,22150,224647
20140128,22200,22600,21650,22350,154376
20140129,22450,23200,22200,23200,243593
20140203,23000,23650,22900,23200,113205
20140204,22550,23150,22500,22900,99367
20140205,23200,23800,23050,23600,171641
20140206,23650,23650,22850,22900,174450
20140207,23200,23700,22900,23450,224233
20140210,23550,24900,23500,24700,493803
20140211,22193,22593,21837,22104,438871
20140212,22326,22682,21837,22371,439345
20140213,22949,25707,22860,25707,1956605
20140214,26418,26907,25573,25973,1385588
20140217,25973,26374,25084,25796,829003
20140218,26062,26463,25128,26062,974943
20140219,26463,27085,25484,25573,1124547
20140220,25618,26552,24995,26062,1094998
20140221,26240,26729,25662,26641,771398
20140224,26685,27308,25573,25618,685094
20140225,26107,26596,25662,26507,408652
20140226,26774,26952,25395,25395,552282
20140227,25440,25573,24194,24417,803145
20140228,24684,25306,24372,24639,649989
20140303,24728,25217,24372,24728,331977
20140304,24684,25306,24639,24995,343313
20140305,25262,25306,24639,24862,318110
20140306,25039,26552,24995,26507,941830
20140307,26463,26996,25573,25751,1034797
20140310,25840,26151,24461,24995,653254
20140311,25262,25262,24550,24684,303804
20140312,24506,24639,23171,23305,620419
20140313,23483,24372,23394,23972,607588
20140314,23483,23705,22949,22994,414887
20140317,23127,23260,21037,21259,846101
20140318,21481,21615,20814,21348,571258
20140319,21348,22282,21259,21971,528209
20140320,21793,22549,21793,22415,397996
20140321,22282,22593,22060,22371,318891
20140324,22593,23839,22415,23038,468872
20140325,22905,23127,22415,22727,220899
20140326,23038,23038,21882,22015,298849
20140327,22149,22816,21704,22060,276576
20140328,22460,23305,22282,22994,462765
20140331,24150,25884,23839,24906,1514071
20140401,24862,25662,24550,25529,455938
20140402,25973,29354,25973,29354,1820143
20140403,32467,33757,32289,33757,3245265
20140404,34735,36470,33934,34913,3238303
20140407,34068,34646,33223,34646,1977917
20140408,33757,34068,31488,31889,1949536
20140409,32333,33312,31889,32111,1219877
20140410,32378,32645,31844,32467,581156
20140411,31622,32467,30999,32467,987338
20140414,32467,36781,32467,35358,3495317
20140415,35758,36558,33934,34201,1357210
20140416,34691,35135,33445,34468,1096056
20140417,34557,34913,32912,32912,912768
20140418,33178,34201,32645,33890,945053
20140421,34957,35358,33401,33490,802351
20140422,33668,34246,32689,34068,478339
20140423,34468,34557,32823,32823,492601
20140424,33134,33712,31355,33490,593059
20140425,33312,34157,32556,32645,507874
20140428,32467,33668,31933,33178,415219
20140429,33757,34824,33623,33712,836530
20140430,34157,34290,33134,33534,390636
20140502,33890,34246,32556,32734,336848
20140507,32556,33579,32333,32912,271077
20140508,33223,33490,32289,32600,283198
20140509,32600,32867,31310,31310,389147
20140512,31488,31978,30643,31399,227489
20140513,31933,34602,31889,34112,1038610
20140514,34691,35402,34068,35002,815200
20140515,35002,36603,34913,35402,746913
20140516,35580,36203,34379,35402,502414
20140519,36114,36825,35580,36158,653988
20140520,36692,37003,35402,36514,460695
20140521,36558,38960,36114,37804,853242
20140522,38249,38871,37226,37937,347377
20140523,38693,38738,37670,38160,241980
20140526,37804,38160,36203,36558,585136
20140527,37092,39360,35713,39138,706113
20140528,39583,40917,38871,39405,623108
20140529,39227,39761,38382,39005,324794
20140530,38827,40072,38560,39761,349277
20140602,39672,40383,37492,38649,400440
20140603,38204,38738,35936,37982,618311
20140605,37848,38738,37270,37982,292152
20140609,39494,41629,39360,40294,1005944
20140610,41362,41984,40784,41184,617007
20140611,41673,43674,41228,43630,673843
20140612,43630,45009,43586,44475,650435
20140613,44653,45098,43541,44297,295993
20140616,46966,48033,43719,44653,785427
20140617,44164,46699,43141,46521,697777
20140618,46966,47410,45365,46165,399984
20140619,46343,47144,45898,46699,373691
20140620,47855,49367,47766,48478,677984
20140623,48567,50435,48033,50435,431237
20140624,51146,52036,49634,51235,506062
20140625,51769,53904,50790,52925,582427
20140626,53548,54082,52125,52125,386065
20140627,53103,56394,52303,56127,494979
20140630,56839,58974,56039,57906,678662
20140701,58262,58707,57017,58707,378783
20140702,60486,67246,60219,66357,1320270
20140703,68580,73740,64044,67246,2755525
20140704,69381,71160,66624,71160,1435916
20140707,73562,81834,73028,81834,1859745
20140708,84680,85926,78899,81478,2730358
20140709,79610,82012,75785,79077,2281435
20140710,79254,82812,78899,79610,1755443
20140711,82635,83524,76497,77209,1390546
20140714,78721,79254,74362,78365,1185252
20140715,80945,81389,76942,77564,993153
20140716,76319,79254,74985,79254,955861
20140717,80055,80856,77742,80767,780020
20140718,79699,85392,79254,82457,1272413
20140721,84058,84503,81567,81567,559173
20140722,81033,82012,78543,79788,701573
20140723,80411,81478,79166,79610,450883
20140724,79521,80945,77742,79254,445516
20140725,80144,86282,79610,84769,1403476
20140728,85481,87705,80856,83168,882994
20140729,83168,84147,78899,81834,611996
20140730,84503,87082,82990,87082,843344
20140731,86993,87527,83524,85837,689745
20140801,83969,85392,82457,84503,539975
20140804,84058,93931,83613,93842,1202259
20140805,95177,96689,91085,95621,727056
20140806,101403,109942,97845,109409,1625173
20140807,113856,117859,107630,107718,1646337
20140808,108519,114923,107185,114390,1165888
20140811,116702,125242,113945,116702,1484773
20140812,115635,120883,114568,119460,744578
20140813,119994,123285,118481,118481,674618
20140814,120349,125508,120260,123641,884241
20140818,125420,132713,124797,132002,842865
20140819,133870,134759,129422,131646,651250
20140820,131557,138050,130934,132891,1196620
20140821,135293,137695,133158,133870,558282
20140822,137339,139385,134581,135382,520341
20140825,133336,135026,115902,121862,1701046
20140826,122751,128266,117503,125331,1197362
20140827,125864,127021,113233,116702,1704707
20140828,117414,119905,115279,119549,802490
20140829,118748,119460,107363,111810,1637874
20140901,116969,119905,113856,115635,871766
20140902,112611,118037,110298,118037,543641
20140903,119193,123196,116880,122306,607537
20140904,122662,124619,118392,122662,466578
20140905,124085,128978,123463,125686,512560
20140911,124619,126042,121684,122306,375421
20140912,123818,124441,112077,115368,660768
20140915,112878,113233,107718,107718,597733
20140916,109586,123818,108964,123729,1054980
20140917,122929,131557,119549,121773,1259734
20140918,125331,126932,121061,123641,518861
20140919,124530,125153,122039,122306,346728
20140922,122128,127643,121773,122306,452166
20140923,124530,128088,122573,128088,536141
20140924,127643,129244,125953,128444,417464
20140925,130223,143298,129778,140452,1403559
20140926,139652,143032,137873,143032,654417
20140929,143921,144277,137695,137961,522318
20140930,143210,154862,143210,154328,1203214
20141001,154239,156018,150770,153884,691721
20141002,151482,154417,148102,152282,543256
20141006,155307,155485,147568,148547,437073
20141007,147034,149792,139563,142231,561168
20141008,141431,151838,141431,149881,603500
20141010,150859,151660,146768,149436,352263
20141013,146768,153172,141431,151215,556049
20141014,151393,152816,145789,145789,367833
20141015,147657,152371,144544,149881,352446
20141016,152016,160199,148991,156107,758610
20141017,158509,161533,151482,154328,477014
20141020,156997,158242,152816,156107,307788
20141021,154595,160466,151215,160110,405967
20141022,161000,167226,158331,163757,539354
20141023,162867,167226,161978,162512,280151
20141024,165714,166248,162601,165447,227564
20141027,163668,166248,161622,163668,283759
20141028,164113,172652,162690,169361,462462
20141029,173186,177366,170250,171674,448764
20141030,171407,174609,168649,171674,344882
20141031,173630,173719,168916,172563,305138
20141103,171229,171762,156552,157530,828458
20141104,158687,160199,145611,146768,1451646
20141105,137784,153795,137339,146768,1897325
20141106,148991,151215,129689,133336,1685456
20141107,133158,138851,127021,134670,1384030
20141110,139829,144722,137695,141519,676709
20141111,139474,140541,132891,133247,687486
20141112,130757,135382,124085,127199,2197840
20141113,128444,134137,127821,129155,988134
20141114,131468,133158,122217,125064,808818
20141117,125953,127110,114657,114746,1156695
20141118,117236,120527,114390,118304,990415
20141119,122217,127465,121595,124530,1358140
20141120,123552,127643,117414,118748,1004364
20141121,119282,129867,116080,126843,1681003
20141124,130757,133959,128533,130845,1334170
20141125,130490,130490,123996,125775,688366
20141126,127110,132091,125597,125775,686504
20141127,124619,127199,121328,123018,451580
20141128,122573,126754,120972,120972,457865
20141201,120083,123818,115012,120883,521132
20141202,120883,125064,119905,121506,478038
20141203,122395,132002,120349,130312,1107382
20141204,132002,132980,127021,130223,677885
20141205,130757,132358,128889,130579,531452
20141208,131913,132180,120972,123641,570403
20141209,122662,124886,117859,118304,492251
20141210,116702,121328,115368,115635,531874
20141211,116525,120527,114390,116080,542001
20141212,118570,119460,115368,118926,369097
20141215,118304,119816,114390,114390,367391
20141216,114123,115902,99268,106740,1462809
20141217,111188,122751,110387,122751,1337960
20141218,121684,127110,117414,122395,960595
20141219,123996,124619,118570,121595,478629
20141222,121061,122217,117058,117147,374101
20141223,117414,120260,112433,112433,437474
20141224,114212,120794,114123,116080,516888
20141226,117147,118570,112077,112522,451063
20141229,114479,123196,114479,120972,567572
20141230,120438,121595,118304,120527,285197
20150102,121773,133247,121417,128889,839301
20150105,130134,131913,127910,129867,338582
20150106,133425,139652,133069,135382,837398
20150107,137784,147568,135560,139829,1156732
20150108,145433,145611,140096,141431,461171
20150109,140897,146501,137961,145878,592022
20150112,150503,152994,145433,146768,591069
20150113,146056,149080,143032,144544,467198
20150114,145255,148369,140986,148369,375374
20150115,148013,150859,147212,148902,316275
20150116,150503,152816,148369,148813,290894
20150119,149970,150592,145700,145700,227465
20150120,145166,150859,137161,148547,722947
20150121,152371,158420,150948,157264,692326
20150122,159576,159843,149881,152105,628676
20150123,155663,173275,154328,173186,1215395
20150126,170517,177277,169005,173186,1081843
20150127,174075,191598,163846,163846,2985161
20150128,165002,170517,159487,169094,1097408
20150129,167226,168916,160199,160199,685409
20150130,160555,165714,153617,157886,752756
20150202,161355,166959,159309,160288,621148
20150203,158331,164558,156018,164380,510541
20150204,165714,168382,163223,163223,338098
20150205,163490,166425,162690,163668,240499
20150206,166337,167760,158598,159843,451929
20150209,164024,165002,150859,155751,536891
20150210,152994,164113,151215,160822,782152
20150211,158776,163757,151126,151126,550691
20150212,148547,152282,141964,146590,944293
20150213,145700,147034,139652,145344,585470
20150216,148191,148458,140541,140541,396938
20150217,138228,152727,138139,148813,732973
20150223,151126,155218,150237,152549,484324
20150224,152549,152549,147835,147835,255662
20150225,149881,152371,147301,147301,278418
20150226,147746,150237,144900,147301,248184
20150227,147479,159843,147479,157886,631204
20150302,159754,160822,157442,157886,277566
20150303,159665,164913,159398,162601,465898
20150304,163045,165180,161177,161978,216149
20150305,164558,168293,162601,163223,336469
20150306,166425,170873,165002,167493,379081
20150309,166337,171051,164202,169094,383178
20150310,171762,176032,167493,171407,582303
20150311,169361,172385,162867,165002,418315
20150312,167226,172207,162067,172118,449797
20150313,172207,177366,171229,174520,459584
20150316,175587,181725,175587,178790,521215
20150317,181102,181814,177811,180391,265904
20150318,180391,180391,162601,163223,939666
20150319,166870,167938,154595,162156,743264
20150320,164735,168649,161800,164824,394912
20150323,164291,167582,163846,164113,237829
20150324,162156,164113,157886,160110,289935
20150325,159309,171229,159309,170161,400466
20150326,167582,171229,166425,166870,187127
20150327,167315,168827,163223,164558,190983
20150330,165892,170962,165892,168649,207598
20150331,170695,173541,169183,171229,234626
20150401,171851,172385,166337,166692,186439
20150402,168560,169272,165002,167760,150559
20150403,170784,177099,169717,174520,501859
20150406,177011,179234,175232,176121,299525
20150407,177099,177099,171585,172296,318341
20150408,174698,177099,171940,173541,309418
20150409,174876,175232,171318,172652,182451
20150410,174431,174520,167849,167849,306560
20150413,168116,168116,161622,163668,390017
20150414,165358,168116,162779,162779,265190
20150415,164735,173186,164558,166514,446747
20150416,166070,167493,161622,162423,324817
20150417,162423,162601,156908,157797,420241
20150420,157442,160555,157264,158064,203403
20150421,161000,163935,158954,162423,324755
20150422,165447,167137,157975,162245,325731
20150423,163668,165269,160555,161444,189914
20150424,162779,165803,160644,162067,217338
20150427,163668,172563,163045,171496,538866
20150428,171851,173453,167315,167671,294961
20150429,169450,171407,165269,167582,196782
20150430,166870,166959,159132,161000,344078
20150504,160911,160911,151749,152105,335560
20150506,150592,158420,149614,152193,288724
20150507,150770,161622,150503,161177,406073
20150508,160377,161088,156107,156552,198060
20150511,158865,159576,153617,154684,322580
20150512,149080,153972,142498,142765,1289524
20150513,139652,141253,132624,136449,918611
20150514,139474,141608,134403,135204,519938
20150515,136094,144989,135827,137873,811259
20150518,138673,139474,130757,130757,543485
20150519,132713,133425,126042,127554,452376
20150520,127554,130490,124708,125597,491259
20150521,126932,129244,124085,126398,558167
20150522,126754,126932,121417,121773,474840
20150526,113500,114834,108430,111188,874599
20150527,111810,114568,110743,113144,427214
20150528,114834,115457,111454,113233,322499
20150529,112344,124530,112344,119816,570718
20150601,122217,126487,121950,123285,355887
20150602,127376,127910,120171,120171,309360
20150603,121239,126042,120705,125331,254076
20150604,128355,128533,125953,126309,210984
20150605,124619,127999,123641,127910,207630
20150608,128444,128800,126042,127021,143844
20150609,126398,129155,124085,125331,160534
20150610,125508,126042,117948,118748,357859
20150611,119193,119994,112967,115012,400737
20150612,115991,118392,112611,112611,235227
20150615,111276,114746,109409,110743,158874
20150616,111276,113856,111276,111899,162147
20150617,111188,122217,108074,120171,546640
20150618,120349,123907,115902,117325,417377
20150619,117414,127021,117325,124975,623222
20150622,125597,125686,122306,122395,305473
20150623,120260,122306,117948,119994,341698
20150624,122719,123719,120990,121172,177018
20150625,121354,121991,117260,121900,263301
20150626,121809,122264,119262,119262,138173
20150629,116533,117442,114167,114167,192652
20150630,114258,117442,112530,112621,200227
20150701,112894,122810,112894,122810,384661
20150702,125812,130815,123719,126994,345789
20150703,128904,130451,122719,123719,202251
20150706,118352,126448,118352,119717,183546
20150707,120990,129450,118170,127995,607074
20150708,131634,135090,125721,125721,625430
20150709,126266,129450,121809,128723,308552
20150710,130542,136000,127176,136000,541658
20150713,136455,145097,135545,142914,682368
20150714,139821,139821,131270,131270,839703
20150715,130815,133089,127813,128723,356525
20150716,129268,135454,128632,135272,393916
20150717,135636,136273,131088,132270,207672
20150720,132634,134999,130542,130815,173297
20150721,131088,131543,125630,128359,277662
20150722,127904,130906,125175,125266,199838
20150723,127176,128995,125084,125539,131522
20150724,126539,133453,126175,129177,315773
20150727,128995,129086,120899,120899,251637
20150728,119171,120626,113803,113803,337387
20150729,115532,119444,112257,112257,261952
20150730,114531,116169,110347,111256,215953
20150731,110710,113713,108618,113167,168054
20150803,110983,115805,109073,113076,182686
20150804,112348,115532,111620,113258,128963
20150805,114440,115168,112075,112985,152506
20150806,113803,116715,112712,114895,173705
20150807,113894,117715,113713,116805,181282
20150810,119900,125300,119900,123200,152590
20150811,123000,124000,120400,120600,100149
20150812,131900,136400,123500,124400,687456
20150813,123500,125400,120300,122000,251255
20150817,123100,124300,120000,120000,124079
20150818,120700,121900,117400,118200,143643
20150819,117500,119400,110400,112800,183027
20150820,111300,113300,109700,111900,241131
20150821,106500,108800,101500,105100,336903
20150824,105500,107700,98900,99900,319887
20150825,102000,105700,100000,104000,294417
20150826,104500,111600,104100,109800,272720
20150827,111500,112300,107200,108300,126173
20150828,109900,111900,108800,109000,119807
20150831,110100,110500,105000,105800,158436
20150901,104900,108000,103400,103400,155665
20150902,104300,107500,103500,105800,160221
20150903,107500,108000,103500,104600,121951
20150904,105000,105300,101000,103000,140899
20150907,103700,103700,99400,99900,140800
20150908,100700,101000,94400,101000,252912
20150909,103100,104500,102500,103500,121277
20150910,102800,103300,101000,102200,82827
20150911,103300,103500,101400,101700,87485
20150914,102600,102700,99500,102100,105564
20150915,99800,101300,97900,100600,183352
20150916,101600,102200,100200,100300,89558
20150917,101500,103900,100800,102700,144343
20150918,103800,111600,103200,110000,353604
20150921,109100,113100,108100,111000,191271
20150922,111000,113600,108800,111800,178620
20150923,110000,111700,109200,109500,97065
20150924,109800,113700,108500,113300,156086
20150925,113800,116700,113200,115700,216676
20150930,113400,116900,111300,116300,143246
20151001,117200,118200,115100,115700,118509
20151002,116000,116600,114200,114800,109331
20151005,115800,119100,115800,116000,135701
20151006,117000,117600,112800,112800,120843
20151007,113400,115600,112700,113900,141788
20151008,114700,114900,110800,110800,136243
20151012,110800,111300,108000,108100,138674
20151013,109100,111500,108700,109000,142360
20151014,108800,115100,108100,113400,131992
20151015,113200,114500,111400,113100,97731
20151016,113400,114100,112200,113600,76199
20151019,114400,114900,113000,113400,61354
20151020,113400,113900,110500,110900,94822
20151021,111100,111900,109200,111100,102508
20151022,111400,111900,106000,106000,121628
20151023,106200,108200,104600,104800,111756
20151026,105700,120200,105500,115100,921744
20151027,114400,116900,111400,115800,371664
20151028,115100,116900,114200,116600,165698
20151029,117700,119400,116300,117500,151735
20151030,118500,118600,113600,115000,111213
20151102,116100,116300,114200,115200,88363
20151103,115200,116800,113900,116500,98374
20151104,116500,117800,114700,115100,106990
20151105,114800,115600,114100,115100,86487
20151106,115100,121800,114100,120300,296909
20151109,120700,122700,115500,115500,244778
20151110,115500,115900,104500,104900,396650
20151111,104900,107300,104400,105300,176721
20151112,104700,104800,100200,101500,278365
20151113,99500,104100,99100,102000,126447
20151116,99600,103000,99500,100800,100843
20151117,102000,104400,102000,103900,115496
20151118,104700,105900,102900,102900,101000
20151119,104400,105000,102500,104600,95147
20151120,105100,107600,104800,105800,113601
20151123,105800,107200,105200,105800,67894
20151124,105800,106400,103000,104800,124742
20151125,104800,104800,103000,103500,84185
20151126,104000,113500,104000,113500,317480
20151127,113400,114000,111600,112300,149192
20151130,112400,113000,110200,111000,88133
20151201,113500,117000,112500,116000,209918
20151202,115500,118800,115100,116700,123185
20151203,116000,116400,113300,115600,97561
20151204,113500,117100,113400,113900,85566
20151207,115100,121700,114500,119000,318557
20151208,118000,118500,113600,113800,167585
20151209,113800,115700,111000,114100,80504
20151210,114600,115100,111300,112500,88403
20151211,115000,117600,111500,112800,105700
20151214,111000,111000,106900,109000,122939
20151215,108500,110800,107000,109100,77756
20151216,110100,111400,109100,111000,73524
20151217,111800,115400,111500,114700,106755
20151218,113000,115500,111700,114400,89084
20151221,114600,116700,114100,114700,64152
20151222,115100,116300,111300,111300,175495
20151223,112100,114300,111800,112000,78986
